"idencuesta","c01","c02","c03","c04","c05_01","c05_02","c05_03","c05_04","c05_05","c05_06","c05_07","c05_08","c06_01","c06_02","c06_03","c06_04","c06_05","c06_06","c11","c13","c14_01","c14_02","d05_02","d05_04","m0_sexo","m0_edad","m01","m35"
6310013,2,2,2,1,3,1,3,3,1,1,1,3,1,1,1,3,2,1,1,3,1,3,4,4,2,23,7,4
6310021,4,2,2,1,4,1,4,1,4,4,1,5,1,3,3,4,4,4,2,1,4,4,5,5,2,60,5,5
6310022,1,1,2,1,1,1,1,1,1,1,1,1,5,5,4,4,4,1,2,4,5,5,5,5,1,50,7,2
6310024,3,2,2,1,1,1,4,1,1,1,1,1,1,1,1,3,3,2,2,1,1,4,5,5,1,62,4,3
6310032,1,2,2,1,1,2,2,1,2,2,2,3,4,2,1,1,1,2,2,1,1,5,5,5,2,54,3,3
6310033,1,2,2,1,2,1,4,4,1,2,2,3,2,2,2,3,3,2,2,2,1,4,3,2,1,42,5,2
6310035,3,2,2,1,2,1,5,1,4,1,1,1,1,1,1,1,1,1,2,2,1,4,5,4,2,46,5,3
6310041,4,2,1,2,2,2,2,1,2,1,1,4,1,1,1,1,1,1,2,1,1,3,3,3,2,41,3,3
6310051,1,3,1,1,4,1,1,2,1,1,1,1,1,1,1,2,3,2,1,3,4,4,5,5,2,26,7,4
6310052,1,1,2,3,2,1,4,3,1,3,2,2,2,1,1,4,4,4,2,1,3,4,5,5,2,70,2,3
6310063,1,2,2,1,1,1,2,1,1,1,1,3,1,1,1,3,5,1,2,1,3,3,5,4,2,68,2,3
6310064,3,2,2,2,4,2,4,4,3,2,2,4,1,2,5,5,4,4,2,4,3,4,5,5,2,53,7,6
6310081,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,2,1,1,1,5,4,2,24,7,2
6310082,3,2,2,1,2,1,4,3,3,3,1,3,1,1,1,3,3,3,2,1,1,1,5,4,2,43,5,3
6310083,2,2,2,1,2,2,3,4,1,3,1,2,1,1,1,5,5,3,1,1,1,4,5,5,2,22,7,2
6310091,2,2,2,1,3,1,1,1,1,3,1,3,1,1,1,4,4,4,2,2,4,4,5,5,1,36,7,4
6310093,2,2,2,2,1,1,3,3,1,3,1,3,1,1,1,3,3,3,2,1,1,1,5,5,2,33,7,2
6310101,1,2,2,1,3,2,3,1,2,3,1,2,1,1,1,3,2,1,1,1,3,4,5,4,2,47,7,3
6310103,4,2,2,2,3,3,4,4,1,3,3,3,3,2,2,3,4,3,2,2,3,5,5,3,2,47,7,2
6310111,2,2,1,1,2,1,2,3,1,1,1,1,1,1,1,3,2,2,2,2,1,3,5,4,2,43,2,2
6310112,1,2,2,2,1,1,4,1,2,2,1,1,1,1,1,1,1,2,2,1,1,4,5,4,2,52,2,1
6310113,3,2,1,1,4,1,1,1,2,1,1,1,2,1,1,3,1,3,2,1,1,1,5,4,2,73,1,1
7101032,3,2,2,1,3,1,4,4,3,2,3,3,1,1,1,,,3,2,1,1,1,5,4,2,52,7,3
7101034,1,2,2,2,2,1,4,4,2,2,2,2,1,1,1,3,3,3,1,1,1,5,4,4,1,35,6,2
7101042,2,2,2,1,2,1,3,3,3,3,1,2,1,1,1,2,1,1,2,1,4,4,4,2,1,65,3,1
7101044,1,2,2,2,2,1,3,2,2,1,1,2,1,1,1,2,4,2,1,1,3,4,5,3,1,41,5,2
7101051,3,2,2,1,1,1,1,3,1,1,1,1,1,3,1,3,3,3,2,3,3,4,5,5,2,52,3,3
7101052,3,2,2,1,3,3,3,3,3,3,3,2,3,3,2,2,3,3,1,3,3,4,4,3,2,31,5,1
7101053,1,2,2,1,1,1,2,3,1,1,1,2,1,1,1,3,3,3,1,2,1,2,4,4,2,28,6,3
7101071,2,2,1,1,2,2,3,3,3,2,2,3,1,1,1,,2,1,2,2,3,3,5,4,2,62,3,1
7101072,1,2,1,1,2,2,3,2,1,2,1,2,1,1,2,1,3,1,2,1,1,3,5,5,1,60,3,3
7101073,1,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,5,5,2,27,8,4
7101091,2,2,2,2,2,2,4,4,2,2,2,2,1,2,2,2,3,2,2,2,3,3,5,4,2,47,5,2
7101092,5,2,2,,5,1,3,,2,4,3,5,1,3,3,4,3,4,2,1,2,2,4,1,2,71,5,3
7101093,3,2,2,1,1,1,4,4,1,2,2,4,1,2,2,4,,,2,2,3,3,4,4,2,46,4,2
7101111,1,2,2,1,1,2,3,3,1,1,1,1,1,1,,3,3,2,2,1,2,2,5,3,2,55,3,1
7101112,3,2,2,2,3,2,4,3,4,4,3,2,2,3,3,4,4,4,1,2,1,3,4,4,1,25,9,2
7101113,3,2,2,1,3,2,4,4,2,2,2,3,1,3,2,3,1,3,2,1,1,3,5,2,2,74,3,2
7101121,2,2,2,1,2,2,3,3,3,3,2,3,2,3,3,3,3,2,2,4,4,4,4,2,2,39,8,4
7101122,3,2,2,1,3,2,4,3,4,4,3,3,3,2,1,2,4,2,2,3,3,4,5,5,1,44,9,3
7101123,3,2,2,1,3,2,4,4,1,3,1,1,1,1,2,5,5,5,2,5,5,5,5,5,1,26,9,2
7101142,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,3,,1,2,1,1,2,5,4,2,44,3,2
7101144,,2,2,1,1,1,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,5,4,4,1,29,5,3
7101162,3,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,5,4,4,2,65,2,1
7101163,3,3,3,3,4,2,4,1,1,4,4,4,1,1,1,1,1,1,2,1,2,2,4,5,1,67,2,1
7101172,4,2,2,1,4,3,4,4,3,3,3,4,1,2,2,3,3,3,2,2,2,3,4,5,2,66,4,4
7101173,2,1,2,1,2,1,2,3,2,2,1,3,1,1,1,3,3,2,2,1,1,3,5,4,1,21,8,3
7101181,2,1,1,2,1,1,3,2,1,3,1,1,1,1,1,4,4,4,2,3,4,4,4,2,2,24,8,2
7101182,2,2,2,3,2,1,4,3,4,3,3,2,1,1,1,2,3,3,1,2,3,5,4,4,2,50,5,2
7101191,3,1,2,1,1,2,2,3,2,2,1,2,2,2,2,4,4,4,2,1,2,5,5,1,2,43,9,1
7101192,2,2,2,1,2,1,3,3,2,2,2,2,2,2,2,3,3,2,1,3,5,5,4,5,2,35,7,3
7101203,3,1,1,2,4,2,4,2,3,1,2,3,1,2,1,3,1,2,2,1,2,3,5,3,1,74,4,1
7101212,3,2,3,3,3,,3,3,3,2,3,3,,,,3,,,1,2,2,3,4,3,2,37,5,3
7101213,1,2,2,3,1,1,3,1,3,3,1,1,1,1,1,4,3,4,2,1,5,5,5,4,2,56,1,2
7101231,3,1,1,2,2,1,4,,4,3,3,3,,,,,,,2,1,1,1,5,4,2,46,5,3
7101232,3,2,2,1,3,2,3,3,4,3,2,2,2,3,2,4,4,3,2,2,1,3,4,5,2,24,9,3
7101233,1,2,2,1,1,1,3,1,3,3,1,1,1,1,1,4,5,3,2,1,3,2,5,5,1,59,4,2
7102011,1,2,2,1,1,1,4,1,1,3,1,1,1,1,1,3,3,3,2,1,1,1,4,4,1,63,3,2
7102012,1,2,3,3,1,1,4,1,1,1,1,1,1,1,1,4,4,4,2,1,1,1,4,3,1,74,5,2
7102013,1,2,2,1,1,1,3,1,1,3,1,1,1,1,1,4,4,,2,1,2,2,4,2,1,52,5,
7102021,2,2,2,1,1,1,5,1,4,4,1,1,1,1,1,3,4,4,1,1,1,1,4,4,2,65,9,3
7102023,1,2,2,1,1,1,4,1,1,2,1,1,1,1,1,2,4,2,1,1,1,1,4,1,1,38,9,2
7102031,,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,4,,2,1,1,2,4,2,2,67,7,3
7102042,2,2,2,1,2,2,4,4,1,3,2,2,3,3,3,3,4,4,2,2,3,4,4,5,1,33,9,3
7102043,1,2,2,1,1,1,1,1,1,4,1,1,1,1,1,,3,3,2,1,1,1,4,2,1,59,9,3
7102051,2,2,2,1,1,1,3,1,1,3,1,3,1,1,1,,,,1,1,1,1,5,5,1,45,5,3
7102052,1,,,1,,,4,5,4,2,,,1,1,1,1,,,1,1,1,2,4,5,1,56,4,2
7102053,1,2,2,1,1,1,3,1,1,4,1,1,1,1,1,,,,1,1,2,1,2,3,2,68,9,2
7102061,3,2,2,2,1,1,2,1,1,1,1,2,3,3,1,4,3,3,1,1,1,1,5,5,2,41,5,3
7102062,3,2,2,1,4,3,4,2,3,3,3,4,1,1,1,1,3,2,1,1,1,3,5,2,1,40,5,2
7102063,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,5,4,1,26,4,1
7102071,1,2,2,1,1,1,4,4,2,2,1,4,1,2,1,4,4,4,2,1,2,1,2,4,1,40,5,2
7102072,2,2,2,3,2,1,4,2,3,2,2,2,2,2,2,4,4,4,2,3,4,5,4,4,1,50,6,3
7102073,,2,2,1,3,2,5,3,4,2,1,2,,,,4,4,3,1,1,1,1,5,4,2,35,5,2
7102081,1,2,2,1,1,1,3,5,1,3,1,1,2,2,1,1,3,3,2,1,1,1,5,5,1,63,3,1
7102083,1,2,2,1,1,1,4,1,1,4,1,1,1,1,1,4,4,,2,1,1,2,4,4,1,66,5,
7102091,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,2,1,1,3,5,5,2,51,3,1
7102092,1,2,2,3,1,1,1,1,1,1,1,3,1,1,1,1,,,2,1,1,1,2,5,2,50,5,3
7102093,3,2,2,1,3,2,4,,4,5,4,5,1,1,1,2,2,1,2,1,1,1,4,4,2,48,3,3
7102101,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,,,,2,1,1,1,5,5,1,33,5,3
7102103,2,2,2,1,1,2,3,4,4,3,2,1,2,3,2,1,1,2,2,1,1,1,4,4,1,47,3,1
7102111,4,2,2,1,4,4,4,2,2,2,3,4,,,,2,4,3,2,2,2,2,5,5,1,24,4,1
7102112,1,2,2,3,1,1,4,1,1,1,1,4,1,1,1,3,1,1,2,1,1,1,4,4,1,43,4,3
7102113,1,2,2,1,1,1,4,2,1,3,1,3,1,1,1,3,3,,1,1,1,1,4,3,2,28,6,2
7102121,2,2,2,1,1,1,3,2,2,1,1,1,1,1,1,3,4,3,1,1,4,4,4,2,1,32,9,1
7102122,3,2,2,1,3,1,4,3,2,1,3,3,,,,4,4,4,1,2,2,3,5,4,1,29,5,1
7102123,3,1,2,1,2,2,4,4,3,3,3,3,2,2,2,3,4,3,2,4,3,4,4,4,2,34,9,5
7102141,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,4,2,44,5,2
7102142,1,2,2,2,1,1,3,2,3,1,1,1,1,1,2,3,4,4,2,1,1,1,4,5,1,59,5,4
7102143,1,2,2,1,3,1,1,1,2,3,1,3,1,2,1,1,1,1,2,2,2,3,4,4,2,49,5,2
7102152,1,2,3,1,1,2,4,,,4,1,1,4,,,2,,,1,1,3,3,3,1,2,56,7,1
7102162,4,2,2,1,3,1,3,1,3,1,1,3,1,1,1,1,1,1,2,1,1,2,4,4,2,73,2,1
7102163,2,2,2,1,2,1,3,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,4,1,29,4,1
7102171,2,2,2,1,4,,4,2,2,2,1,4,1,1,1,2,,,2,1,2,1,4,4,2,50,5,1
7102172,3,2,2,1,3,1,3,3,4,3,3,2,3,3,4,3,3,3,2,2,1,2,5,5,2,22,6,2
7102181,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,4,4,4,2,1,1,1,4,3,2,55,4,3
7102183,2,2,2,3,2,2,2,1,1,2,2,3,3,3,2,3,3,3,2,2,3,4,3,1,1,49,4,1
7102191,1,2,2,1,1,1,2,3,1,1,1,3,1,1,3,3,3,3,2,1,4,4,4,5,1,43,5,2
7102192,4,2,2,2,3,1,3,,3,3,3,3,1,1,1,3,3,,2,1,1,3,3,5,2,75,2,3
7102201,1,2,2,1,3,1,2,1,3,3,3,3,,,,1,3,1,2,1,2,3,5,5,2,34,5,3
7102202,2,2,2,1,1,1,5,1,1,2,1,3,2,2,3,4,3,2,2,1,2,2,5,5,2,55,5,2
7102214,5,2,2,1,5,3,3,1,1,2,2,5,1,3,3,1,3,1,2,2,1,4,5,5,2,66,2,1
7102215,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,,,,2,1,1,1,4,4,2,57,3,1
7102221,3,1,1,1,3,2,4,2,3,3,1,3,3,3,3,4,3,3,1,2,2,5,4,5,2,43,4,3
7102222,3,2,1,1,1,1,5,4,1,4,4,1,4,3,1,3,4,4,2,1,5,3,4,4,1,54,5,3
7102223,2,2,1,1,2,2,5,5,5,5,2,2,3,3,1,4,4,3,2,1,2,3,4,5,1,35,5,2
7102231,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,3,3,3,2,1,2,3,5,5,2,56,4,1
7102233,2,2,2,1,3,2,4,4,3,2,1,4,1,2,3,3,3,1,2,2,4,2,5,3,2,48,5,2
7102241,3,2,2,1,3,1,4,3,3,4,3,3,1,1,1,3,3,1,2,2,2,5,5,5,2,58,5,3
7102242,1,2,2,1,2,1,3,1,2,1,1,2,1,1,1,3,3,3,1,1,1,1,5,5,2,41,5,3
7102252,,2,2,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,4,3,2,37,5,
7102253,2,2,2,1,1,2,5,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,5,4,1,73,4,3
7105012,2,2,2,2,3,1,3,2,2,2,1,3,1,1,1,4,3,3,1,1,2,5,4,4,2,34,7,1
7105013,1,2,2,1,,1,5,3,1,1,1,2,1,1,1,4,3,3,2,1,1,1,5,5,2,73,3,2
7401011,1,2,3,1,2,1,5,2,2,2,1,2,1,2,2,3,2,2,2,1,2,2,4,3,2,64,4,1
7401012,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,1,1,1,5,4,2,53,5,3
7401013,3,2,1,2,2,1,3,3,3,2,2,2,1,2,3,4,4,,2,4,5,5,5,3,1,53,9,2
7401023,1,1,2,2,1,1,4,3,3,3,2,1,3,3,2,4,4,4,2,4,4,4,4,5,2,55,8,3
7401031,2,2,2,1,1,1,3,1,2,1,2,2,1,1,2,3,3,3,2,1,3,3,4,5,2,60,3,1
7401032,1,2,2,1,2,1,5,2,3,3,1,4,1,1,1,2,1,2,2,1,1,3,5,3,2,74,2,1
7401033,1,2,2,1,3,1,3,2,2,2,3,3,1,2,1,1,3,2,2,1,2,2,5,3,2,71,4,3
7401041,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,1,1,1,3,4,5,1,31,5,1
7401043,2,2,2,1,2,1,5,4,2,2,2,2,1,1,1,5,5,4,2,1,1,4,5,4,1,73,4,3
7401044,3,2,2,1,4,3,4,1,3,3,3,5,2,1,2,3,3,3,1,3,3,3,4,3,1,75,2,1
7401051,1,2,2,1,1,2,2,1,1,3,1,1,1,1,1,2,,3,2,1,1,1,5,3,2,50,7,3
7401052,1,2,2,2,2,2,3,3,4,3,2,2,1,2,3,4,4,3,2,2,3,4,4,4,2,26,8,3
7401053,3,2,1,1,3,1,4,1,1,1,1,2,1,1,1,2,1,2,2,1,1,3,5,5,2,73,2,1
7401061,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,3,2,2,2,1,1,2,5,3,2,69,2,1
7401063,2,2,2,2,2,2,3,2,4,2,3,2,2,2,3,3,2,2,1,2,2,2,5,5,2,21,5,1
7401071,1,2,2,1,1,1,4,1,1,1,1,1,1,1,1,3,4,4,2,1,1,3,5,5,1,51,3,1
7401072,,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,5,5,1,31,3,2
7401073,,2,2,1,5,2,3,1,3,1,3,3,1,1,1,2,2,2,1,1,1,1,5,3,2,24,4,1
7401081,2,2,2,1,3,2,4,4,3,3,3,4,1,1,1,3,3,3,1,1,2,4,5,5,1,29,4,1
7401082,2,1,2,2,2,2,3,2,3,2,2,3,2,2,1,2,4,3,2,1,1,3,4,4,1,58,3,1
7401083,1,2,2,1,2,1,3,3,1,1,1,1,1,1,1,2,4,3,1,1,1,1,4,4,1,26,6,1
7401091,1,2,2,1,3,3,4,1,2,2,2,2,2,2,3,3,3,3,2,4,5,5,4,3,1,31,3,2
7401093,1,2,1,1,1,1,3,3,1,3,1,2,1,1,1,3,1,1,1,1,1,3,5,5,1,46,5,1
7401101,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,3,4,4,2,35,2,2
7401102,1,2,2,1,2,1,4,4,1,2,1,3,1,1,1,4,3,3,2,2,3,3,4,4,1,54,3,2
7401111,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,3,4,1,1,1,3,4,5,2,21,6,3
7401112,3,2,1,2,2,2,3,2,3,2,2,3,,,,4,5,3,1,2,1,1,5,3,2,33,5,3
7401122,3,1,1,1,2,2,4,2,2,3,2,2,2,2,2,4,3,3,2,1,3,4,5,5,2,35,7,3
7401123,1,1,1,2,1,1,5,1,1,4,1,1,3,3,2,3,3,3,2,2,2,4,5,5,2,47,9,4
7401131,1,2,2,1,3,1,4,2,3,1,1,1,3,3,1,4,,3,1,1,1,1,5,3,2,47,2,2
7401133,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,3,3,5,2,2,50,4,2
7401141,,2,2,2,1,1,4,1,3,1,1,3,1,2,1,1,1,1,2,1,3,3,5,3,1,46,4,1
7401142,3,2,2,1,2,1,4,1,1,2,1,2,1,1,1,1,5,4,2,2,3,5,5,5,1,22,5,2
7401143,1,2,2,2,2,3,3,3,2,3,2,1,1,2,2,1,3,3,1,1,1,1,5,5,1,19,4,1
7401151,2,2,2,1,2,1,4,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,4,2,2,49,7,3
7401152,1,2,3,3,1,1,2,2,1,4,1,1,1,2,1,3,3,3,2,5,5,5,2,5,2,60,8,3
7401153,1,2,2,1,2,2,2,3,4,3,3,3,2,2,3,4,3,3,2,1,2,5,5,5,2,23,8,4
7401162,2,2,3,3,2,1,3,2,2,1,1,2,1,1,1,1,2,1,2,1,2,5,5,1,2,63,9,3
7401172,1,2,2,1,1,1,3,3,1,2,1,1,1,1,1,4,4,4,1,1,3,4,5,5,1,42,7,3
7401173,2,2,2,1,1,1,5,3,1,3,1,1,2,2,2,4,4,4,2,3,4,4,5,4,2,24,8,3
7401182,3,2,2,1,2,2,4,2,3,3,3,2,2,2,2,3,4,4,1,3,3,3,3,5,1,22,4,3
7401183,3,1,1,2,3,3,5,3,2,2,2,2,2,2,2,4,2,2,1,1,2,3,5,5,2,49,5,3
7401191,2,2,2,1,2,1,4,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,3,2,49,7,3
7401192,3,2,2,1,2,1,4,1,4,1,3,4,2,1,1,4,4,2,2,2,1,3,4,4,2,54,2,1
7401193,1,2,2,1,1,1,4,1,1,4,1,1,1,1,1,4,4,,2,1,1,3,4,5,1,52,3,1
7401211,3,2,2,1,1,1,3,3,3,3,3,2,1,1,1,4,4,4,2,1,1,3,4,3,2,50,2,3
7401212,2,2,2,1,2,1,4,3,2,3,1,3,1,1,1,4,2,3,1,1,1,2,5,5,2,41,2,3
7401213,1,2,2,2,1,1,4,,1,2,1,1,1,1,1,3,,2,1,1,2,1,5,4,2,47,7,3
7401221,,2,2,3,,1,3,3,3,3,3,3,3,2,3,4,2,1,2,1,1,1,4,5,2,61,2,1
7401222,1,2,1,2,2,1,4,2,1,2,2,2,1,1,1,4,3,3,2,1,1,5,5,5,2,56,4,2
7401223,2,2,1,2,3,3,4,1,1,1,1,3,3,1,1,1,1,2,2,3,3,3,5,5,2,32,7,2
7401231,1,2,2,2,1,1,3,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,5,5,2,32,5,3
7401232,1,2,2,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,5,2,70,4,1
7401233,,2,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,4,3,2,49,3,3
7401251,,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,4,5,1,33,4,2
7401253,1,2,2,2,2,1,4,3,2,4,2,1,2,1,1,2,2,2,1,1,2,3,5,5,1,21,5,1
7401254,1,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1,3,4,4,2,35,5,1
7404012,3,2,2,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,3,3,3,2,72,2,2
7404013,3,2,2,1,2,1,2,3,3,3,3,3,3,1,1,3,3,3,2,1,3,3,5,2,2,47,5,3
7404021,1,1,2,3,1,1,4,3,2,1,2,2,1,1,1,4,4,4,1,1,1,4,5,4,1,36,8,2
7404031,3,2,2,1,3,1,3,3,1,3,2,3,3,3,2,3,1,1,2,2,2,5,4,3,2,38,6,3
7404033,3,2,2,2,5,4,4,5,4,4,4,5,1,1,3,2,3,2,2,5,5,5,5,5,2,65,5,3
7404041,,2,2,1,4,1,4,3,3,3,4,5,3,3,3,,,,2,3,1,1,5,,1,60,2,1
7404043,1,2,2,1,1,1,4,2,2,2,1,1,2,2,2,2,2,2,2,2,2,5,4,4,2,26,5,1
7404051,3,2,2,1,3,3,5,3,3,2,3,3,1,1,1,3,3,3,2,,3,4,5,4,1,45,5,1
7404061,1,1,1,2,2,1,4,2,3,3,1,3,2,2,2,4,4,4,2,2,2,3,4,3,2,30,9,3
7404062,3,2,2,1,2,1,3,1,3,2,2,1,1,1,1,2,2,1,2,1,1,1,5,5,1,30,5,3
7404071,4,2,2,1,1,4,5,4,2,1,1,1,5,2,1,5,5,5,2,4,5,5,5,5,2,30,7,3
7404073,1,2,2,1,2,1,3,3,1,1,1,2,1,1,1,3,2,1,2,1,1,3,5,4,1,67,3,3
7404081,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,4,5,2,33,9,2
7404082,3,2,2,2,2,1,4,2,2,3,2,2,2,1,1,4,4,2,2,3,3,4,5,5,1,33,5,3
7404083,2,2,2,1,2,1,4,2,2,1,1,1,1,1,1,3,3,3,2,1,1,5,4,3,2,54,3,3
7404101,2,2,2,1,2,2,3,3,2,3,3,2,3,2,2,2,3,2,2,3,3,5,5,4,1,51,3,2
7404103,,2,2,2,2,1,3,1,,1,1,1,1,1,1,,,,2,1,1,1,4,1,2,71,2,2
7404111,2,2,2,1,2,2,4,2,2,3,2,3,4,1,1,3,3,3,2,2,2,5,5,3,1,40,6,4
7404113,2,2,2,1,2,2,3,4,4,2,3,3,1,3,4,3,3,2,2,3,4,5,5,5,2,31,7,3
7404121,1,2,2,1,2,1,4,1,2,5,1,3,4,4,1,,5,4,2,3,3,3,4,2,1,55,5,3
7404124,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,5,4,2,42,4,1
7404131,2,2,2,1,3,1,4,4,3,3,1,3,,,,4,4,3,2,2,4,5,4,3,2,54,7,3
7404132,2,2,2,3,2,1,5,2,1,2,2,2,1,1,1,4,3,3,2,1,2,5,5,3,2,59,5,2
7404133,3,2,2,1,3,2,3,3,2,2,3,3,3,3,1,3,3,3,2,3,3,3,4,3,2,55,5,3
7404142,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,5,5,5,2,1,1,1,4,5,1,23,5,2
7404151,1,2,2,1,2,2,3,2,2,2,2,3,1,1,1,1,3,2,2,1,1,4,4,4,1,47,4,2
7404152,2,2,1,2,3,3,4,1,1,2,2,3,1,1,1,1,3,3,2,3,2,5,4,3,2,74,4,3
7404153,1,2,2,1,3,3,3,4,1,1,2,2,1,1,1,4,4,3,2,3,2,5,5,4,2,41,9,4
7404161,1,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,5,1,66,2,1
7404162,2,2,2,2,1,1,4,1,1,1,1,3,1,1,1,1,3,3,2,1,1,1,4,4,2,67,4,2
7404171,1,2,2,2,2,2,4,3,4,3,3,3,,,,3,3,3,2,3,3,4,5,4,2,54,5,3
7404172,2,2,2,1,3,3,2,3,2,2,2,2,1,1,1,3,3,,2,1,1,2,5,4,2,42,9,3
7404173,1,2,2,2,1,1,4,1,1,3,1,1,2,2,1,5,3,3,2,5,3,5,5,5,1,27,9,4
7404183,3,2,2,2,3,3,4,3,3,3,3,3,2,2,2,3,3,3,1,2,1,5,4,3,2,38,7,3
7404184,2,2,2,1,1,1,3,,1,3,,,,,,4,4,4,2,1,1,1,4,3,2,57,3,1
7404191,3,2,2,1,3,2,4,2,2,2,2,2,1,1,1,1,1,1,2,1,2,4,4,4,1,67,4,1
7404192,,2,2,1,2,1,3,1,2,1,2,3,,,,,3,2,2,1,3,3,5,5,1,45,4,2
7404193,1,2,2,,2,1,4,,,,,,1,1,1,3,3,3,2,1,1,3,4,5,2,20,5,1
7404201,2,2,2,1,1,1,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,3,4,4,1,23,5,2
7404202,3,2,2,,3,2,4,,3,,1,3,1,1,1,3,3,,2,1,1,2,5,5,2,43,2,2
7404203,2,2,2,1,2,1,3,3,2,3,2,3,1,1,1,3,3,3,2,2,3,4,5,2,2,40,5,3
7404211,2,2,2,1,2,2,4,1,4,1,2,1,4,1,1,,,,2,2,4,5,4,4,2,50,3,2
7404212,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,5,2,38,5,3
7404213,,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,3,4,3,1,43,5,1
7404221,3,2,2,1,1,1,4,4,1,4,3,1,3,1,1,3,3,3,2,1,3,3,5,4,1,51,5,3
7404222,1,2,2,1,1,1,3,1,3,2,1,2,1,1,1,3,3,3,2,1,5,5,4,5,2,40,9,5
7404223,,2,2,1,,,4,1,2,3,,,,,,3,,,2,1,1,1,4,3,2,70,3,1
7404231,1,2,2,2,1,1,3,4,3,3,3,2,1,1,1,2,2,2,1,1,2,3,4,5,1,28,4,1
7404233,1,2,2,1,1,1,4,1,1,2,1,1,1,1,1,3,3,3,1,1,1,1,4,2,1,29,5,1
7404235,2,2,2,1,2,1,4,2,2,1,1,1,1,1,1,4,4,3,1,1,1,5,4,4,1,42,5,1
7404241,2,2,1,1,1,1,4,1,2,1,1,3,2,2,2,2,2,2,2,1,1,1,4,4,1,48,5,3
7404242,4,2,2,2,3,1,4,3,2,3,1,4,2,2,1,3,3,,2,3,3,5,5,4,2,67,2,1
7404243,,2,2,,2,1,4,3,4,2,2,5,1,1,1,3,5,2,2,1,1,1,4,5,1,62,4,1
7404251,3,2,2,1,3,1,2,3,2,3,3,3,1,1,1,3,,,2,1,3,3,3,5,1,52,5,3
7404252,1,2,2,2,2,2,4,2,1,3,2,2,1,1,1,1,1,2,2,2,2,3,5,5,1,45,5,2
7404253,1,2,3,3,1,1,4,4,3,3,3,3,1,1,1,3,3,3,2,1,1,5,4,4,1,50,3,1
8101011,1,2,2,1,3,1,3,1,2,1,1,2,1,1,1,2,2,3,2,1,5,5,3,4,2,65,9,2
8101012,3,2,2,2,3,1,4,3,3,1,3,4,1,4,1,4,3,3,2,3,2,2,5,5,2,23,8,1
8101013,3,2,1,2,5,5,5,5,5,5,5,5,2,2,4,1,5,5,2,4,4,4,5,5,1,64,10,6
8101014,1,2,2,1,1,1,4,2,4,2,3,3,1,1,1,1,1,1,2,3,3,3,5,5,1,54,10,3
8101015,2,2,1,2,2,1,4,2,2,2,1,2,1,1,1,1,1,4,2,3,4,3,4,4,2,35,9,2
8101017,4,2,1,1,3,2,4,,3,3,3,2,1,1,1,1,2,1,2,2,3,2,5,4,2,55,4,1
